IDENTIFIER,probID,GSM152856,GSM152857,GSM152858,GSM152859,GSM152860,GSM152861,GSM152862,GSM152863,GSM152864,GSM152865,GSM152866,GSM152867,GSM152868,GSM152869,GSM152870,GSM152871,GSM152872,GSM152873,GSM152874,GSM152875,GSM152876,GSM152877,GSM152878,GSM152879,GSM152880
PRLR,1078_at,5.267351233,3.313133895,6.302320817,5.28380076,4.314290837,6.418921206,5.846725712,5.293038063,3.716377125,3.470987061,5.510694488,6.095165775,4.956279298,2.746809369,5.418998552,4.812019139,3.327766636,4.396699385,3.741193468,3.60567884,3.151581158,5.209095114,3.864435631,3.740816586,3.592840451
PRLR,1079_g_at,6.925167618,4.367051175,6.162918998,6.715923689,4.915126101,7.03863567,6.82929197,5.434192264,5.432101424,6.912363669,5.060587634,5.773608152,6.276474006,4.829163023,7.422203238,6.759622532,6.181661549,7.453311462,5.119100894,6.289339484,6.810936134,4.638734234,4.52486219,7.130817995,5.989965541
RAB40AL,107_at,3.68620907,4.604613936,5.06605293,5.452938803,5.402505978,6.410771426,6.363599921,5.730503465,4.804943137,7.219642686,6.836090984,4.532500212,6.561601914,6.250735412,4.677248627,6.603955497,4.85922116,6.316195791,5.881381266,5.980729429,4.935900884,4.216852576,4.354252026,5.096750465,4.995143453
CYP1A2,1080_s_at,3.199244165,2.626055418,2.378155868,2.59815363,3.422267731,2.089810824,3.237394247,2.199663534,2.314810228,2.652911203,4.692329351,2.415558009,2.620826536,2.572541175,2.421336905,2.698242599,3.770659471,2.021191698,4.078345866,3.005394479,2.250457445,1.71589425,1.856350243,2.346373983,2.543868772
ODC1,1081_at,11.8289524,10.72892499,8.911447428,5.995107134,9.220109099,9.157422408,7.651125816,9.628766086,9.864476555,9.882111444,12.16493653,10.31270863,10.84614907,9.831932579,8.713261155,7.794406183,7.999947018,11.02287336,11.06818686,10.77881863,11.68056231,11.55333457,11.42766889,10.97507973,12.14508233
PLCG1,1082_at,7.313413863,6.112229758,4.777584059,6.264913637,6.127261474,4.693513862,6.857906599,5.589229955,6.300132011,6.52474021,4.191603027,5.917218705,6.045036025,5.9308907,4.502929716,5.609378964,6.186482249,6.370872515,6.845221655,6.15280806,6.557804304,5.446827165,4.519490755,5.248751346,7.26743361
MUC1,1083_s_at,7.385556103,7.505806556,7.269845007,8.885485109,7.676388915,8.174870855,7.913626551,7.367752551,7.553860746,7.045556139,7.811096368,7.499129412,8.157356815,8.001228965,7.900007706,7.562664219,7.854293888,6.664143809,7.263423006,7.013915447,6.700348354,7.003607645,6.941194634,7.275290659,7.289217217
ABL2,1084_at,3.637393511,5.363481739,5.753243338,6.300952892,6.348713583,4.08384728,4.109515721,4.270288563,3.940416555,4.326680278,3.93677041,6.14404352,4.246858961,4.675325264,4.61046574,3.482386226,3.808079962,6.167440795,5.466276217,5.234318475,5.463264699,5.768252987,6.078394383,4.134144828,6.910313511
PLCG2,1085_s_at,5.998126943,6.832595698,6.227581858,9.195466518,5.443412123,6.990507522,7.158272218,7.909183758,6.046051866,6.793670041,7.114152989,7.219642686,7.159556801,7.278455995,7.182401453,5.521929669,6.460597535,7.288594437,6.604916506,7.42692442,7.190432446,7.190043558,7.292666131,6.775661887,7.380902527
CSF2RB,1086_at,4.867123176,3.200927958,2.935638656,4.284957875,4.120964653,2.955176077,4.024876085,4.41328317,3.047369383,3.62610163,5.181887156,3.728933167,3.889810055,3.622518221,3.635978885,3.520115234,5.012942031,4.290418904,2.021191698,3.274526708,3.997968675,3.123606131,3.952549174,4.429139409,5.909088271
EPOR,1087_at,4.057265072,3.497806763,6.815833368,6.488631636,5.837331026,5.892399369,4.96027856,5.935078227,5.58762405,6.21366256,6.705871593,5.287055647,5.635555379,6.070370808,6.459978707,6.200074714,7.023001202,4.350628774,3.986556609,3.406394447,3.836715099,4.789147927,4.421386187,4.940607289,4.785061614
BDNF,1088_at,2.432048969,4.584986876,5.43145544,2.046777718,4.367534809,5.2858896,2.058639869,1.218955452,2.411224884,2.040775965,5.626674868,4.458162733,1.519027323,3.183956818,1.89727338,2.070857017,2.877480365,1.916208071,3.46380572,2.872635454,0,3.345909433,4.595538736,2.881887551,1.443619129
M64936,1089_i_at,8.207227458,4.361105682,8.769121576,9.871001548,9.089469952,6.595115311,4.808197547,3.789934648,5.490566946,8.246236069,8.822332514,7.12339839,3.866870032,8.36172863,9.294175816,7.930124154,4.717739208,7.941029952,4.132724829,6.092462644,7.130009813,3.685011393,4.949236165,8.085769189,6.604916506
RAB40AL,108_g_at,6.222305772,5.349498973,5.723410443,4.961895471,5.68237113,6.132369083,6.210499561,5.687840477,5.930436456,6.086527716,5.775677178,6.618444602,6.229213153,6.911977338,5.914193302,6.692280732,5.500303583,5.684010498,4.865428684,5.62274702,5.404912007,6.228856676,6.40551287,7.149614298,6.966876927
M64936,1090_f_at,5.994824723,5.518929369,5.121902392,6.493200384,5.216034543,6.234431704,6.00401752,6.43886777,5.311632069,5.782625626,5.446110619,4.859400617,6.262523196,3.496892649,5.025395204,3.342639534,6.109835068,6.445127982,5.165042034,4.021025601,3.387007246,4.318453581,5.651198856,4.940607289,4.964730743
PRKAR1B,1091_at,6.621485799,8.322476778,8.221532562,9.903037428,9.160697281,8.810851188,9.510071424,8.223997014,7.674472919,8.694597716,8.992586355,7.782857537,6.81213806,7.449624218,9.020621361,8.669534003,9.231363424,7.703055866,8.673047987,8.305671861,8.207922507,7.899785656,7.522593542,8.413242504,7.844444297
EDN2,1092_at,8.676390795,8.395590955,8.454502604,6.952992062,7.995398908,7.416344577,8.560918581,9.107434293,8.527731326,8.535722369,8.283877527,8.102005206,8.626968477,8.300804383,7.616847001,8.037254688,8.193463247,7.774317381,8.086024304,7.843325187,8.490947455,8.166850179,8.637988178,8.677109717,7.712404266
PPP2R1B,1093_at,5.815284128,4.654036688,4.159815986,5.269433164,2.701709689,3.935562681,4.245586492,4.919667335,1.648496421,5.160329576,5.930663578,4.524223083,5.308522571,4.582374617,4.57296763,5.369196886,3.487008237,4.890211388,5.738477042,4.96735023,5.801635573,5.741824888,5.828903488,5.341846183,3.058947206
PPP2R1B,1094_g_at,7.28489391,4.752379669,7.637760602,5.863382764,6.040920517,5.907828818,5.609968009,4.50730787,6.368743343,6.225614667,5.518501823,6.42825216,7.445023386,6.681075391,5.473425637,6.76920228,5.254563725,4.941737471,4.949787287,4.601707075,6.308560354,4.318453581,6.256432383,7.434707478,7.567504866
HGF,1095_s_at,2.432048969,3.782993416,3.514209928,5.112171776,5.855642205,1.15076282,4.894476498,4.419694621,1.648496421,1.12250335,2.554839958,2.057778495,1.519027323,4.628132042,0.387106442,3.454332697,4.308049886,3.78383777,4.949787287,3.199244165,4.699382701,1.785277437,2.107743209,1.981911267,4.866038897
CD19,1096_g_at,6.533487662,4.977360442,7.866798861,8.318456657,7.458954812,5.250964856,8.074927357,8.087745794,7.369217256,8.412939569,7.754339898,6.770036224,7.484532697,7.502898218,7.647251209,6.489589619,7.335720646,7.308823385,6.454000265,7.034569547,6.570029646,6.947828838,7.091775659,6.84379088,6.061781957
CCR7,1097_s_at,5.308955975,5.385004405,6.495871341,5.520336141,7.129409289,7.52375444,6.790546606,7.929484204,6.89010797,7.273665119,6.449047423,6.595115311,7.088483009,7.014345843,6.861343967,6.329366521,6.240820744,6.237477629,5.746882199,6.963948686,6.333790446,5.950155464,7.070621291,6.651004448,6.561394553
THPO,1098_at,1.979371956,3.885455752,5.935078227,3.902049017,3.033085472,3.115624114,3.287054165,2.57414613,4.369648217,5.926061436,4.0526863,2.230327901,3.199244165,6.250735412,5.624663017,5.024869735,2.389600897,3.292045949,3.355711853,5.240468931,2.813262624,0.99149524,3.011824002,3.06840998,2.633096738
GSTT2B,1099_s_at,4.531950156,4.024876085,4.285245953,4.93530902,4.829092042,3.7068194,4.3463379,4.944772762,3.911918186,4.226427696,4.746919763,4.287956993,3.876131386,4.969439667,4.2399455,3.775495167,3.903768212,3.50338798,7.056302511,2.632724425,3.821162771,4.190119196,4.171423545,5.589028003,5.263263482
RABEPK,109_at,7.670863485,7.030823344,6.712866659,6.935032901,7.520154353,6.691070847,5.513361989,7.329495421,7.00804048,6.551222938,8.078482131,6.936076961,6.984203639,7.286059057,7.73187502,7.362716035,7.775692651,7.796346927,7.035438385,7.312165187,7.692563739,7.585046171,7.482136591,7.700526912,8.003059142
IRAK1,1100_at,8.079566854,8.483478605,7.802154042,8.107678684,8.735284913,8.281721785,7.880298322,8.078033254,8.463061779,8.414645707,8.157083383,8.386278685,8.509423906,8.412006079,7.838309269,7.61017267,7.902470147,8.987877448,9.176478936,8.523981441,8.091876704,8.232705368,9.126325316,8.795702977,7.559697187
APBB1,1101_at,6.506051441,6.425300271,7.621746262,8.148115282,7.77495297,7.237289703,7.656266836,7.306857734,6.937620559,6.451179375,5.620966784,6.72545948,6.442220382,6.390470961,8.085126188,7.729619673,7.994488774,6.799323054,5.696757133,7.167889796,5.533371433,6.800523523,7.478045527,6.502642942,6.297832958
NR3C1,1102_s_at,3.214977226,5.2312624,5.469762582,4.318453581,3.306939019,5.812187246,5.762368311,5.301347634,5.221443744,5.940805818,3.922834242,3.996040703,4.323284992,4.485523253,5.7368081,5.195284488,3.590450241,2.939069152,4.209100067,3.590450241,5.842860051,3.308354655,3.199244165,4.013306656,3.424725146
ANG,1103_at,8.092755406,5.41310689,8.101079107,3.975142829,7.313974674,3.57442326,5.615422915,3.946711681,4.547176242,5.862708884,3.545124262,6.491369329,6.610022936,4.683315194,8.814563884,8.785955993,7.459485236,6.27433655,6.67211043,4.634913115,6.972127411,6.50614197,7.564345784,6.287251783,6.518702505
HSPA1B,1104_s_at,13.78051008,13.15941734,12.33855062,10.60152196,11.59125083,12.0521271,11.06196968,13.47478808,11.48452652,11.51417179,12.03043414,11.22690671,10.81250242,11.14192057,10.30508906,12.42644889,11.42174664,12.76977949,13.05184301,12.32322602,12.76977949,12.98757058,11.96283874,11.78356171,12.92385012
IL23A,1105_s_at,8.755547839,8.143309301,8.999074732,9.770441408,7.871460044,7.861934217,8.613735831,9.575003934,8.018015313,8.857574036,8.684332851,8.184372123,8.150658011,8.171038822,8.44714808,8.567035093,8.596352887,8.822332514,8.908171538,7.65180326,8.273512941,8.410431136,8.686845857,8.250411312,8.513993012
TRAC,1106_s_at,7.129124938,7.087236472,7.954000431,8.854958297,7.190692969,6.493800064,7.319907029,8.706917278,7.651125816,7.634719682,8.093531258,6.933596196,7.241739583,7.846555678,7.335720646,7.907129505,7.339016115,7.150326596,5.992649238,7.515481968,7.825225082,7.226200819,8.020593692,7.039449896,7.657721933
ISG15,1107_s_at,7.785302422,8.540724781,8.527419213,8.298782035,8.615340903,8.336002007,8.934204608,8.123892303,8.270689236,8.679532232,8.907758911,8.112390088,8.586257245,7.768633242,8.580802939,8.761758378,8.880471804,8.816972456,8.691120871,8.473932944,8.088853858,8.332202879,8.363845973,8.103600142,8.291301957
EPHA1,1108_s_at,6.96281051,4.167870371,5.13063633,4.979149742,6.423511281,5.619652891,4.969439667,5.62599918,7.205289989,5.422331284,5.384702621,4.380822767,4.729373715,5.333409349,4.752672454,5.609378964,4.959402959,6.21662586,7.545374939,7.706836887,7.005461864,7.349289248,4.668504994,6.651004448,6.798095761
PDGFA,1109_s_at,4.369361253,4.623596991,4.934936161,5.013188674,5.361882056,4.122884894,4.494585476,4.430953007,4.300938881,6.451179375,5.908047831,5.130560299,5.283299922,4.633703872,4.916813602,5.764466109,4.875542972,4.428761592,7.348864289,4.498765364,4.352520204,4.560959748,4.443733721,5.192161812,4.414413564
CSPG4,110_at,6.781869602,8.289481174,8.186016235,8.516246033,8.523408305,8.329907876,8.384427067,8.365343371,8.014870407,8.074927357,8.345949967,8.242500704,7.394568869,8.13956867,6.840687172,8.370934467,7.561488855,6.113323894,5.795974913,7.116033539,7.422908079,7.6366268,8.271592572,7.692838695,6.95089117
TRAJ17,1110_at,6.688308711,6.531117433,6.672360557,4.642543671,6.016717038,6.731937383,6.035273891,6.96964214,5.718141398,6.53045642,8.453638877,6.354366921,6.094086706,6.470323922,7.028251397,6.514751573,6.715923689,3.713066051,5.418673225,6.844214226,5.233002379,7.043458505,6.892258062,6.735607204,7.031006081
NCAM1,1111_at,4.60943846,4.277174264,4.382364476,7.425484838,3.37123556,4.328087172,4.942870803,5.099052533,4.694634274,4.354960743,3.975142829,6.123023041,3.581660064,4.485523253,5.939946106,4.207973324,5.364326838,4.428761592,4.457634622,4.067624614,3.404525837,4.514197943,5.135524765,5.008331143,4.368533457
NCAM1,1112_g_at,4.772899752,6.852552266,6.385565884,7.262135298,6.356924306,7.117711429,7.068227634,5.232103896,6.992578904,6.793670041,6.459850542,5.490841954,5.635555379,5.890273625,5.448172649,6.385370273,7.19549517,6.520261929,7.031006081,7.301013031,5.226621554,6.108161797,6.477140214,6.634020218,6.96964214
BMP2,1113_at,3.379394936,3.419594558,3.462767275,5.81665132,5.284388269,4.034358438,6.145820586,5.362562115,3.729958375,1.362410492,4.790697015,3.23339437,3.240249296,4.556083139,6.889025569,6.725745657,6.641227234,2.540647901,4.489587202,2.632724425,3.42318154,5.688133281,3.441432068,4.746919763,3.033085472
BMP4,1114_at,6.531765092,6.948757986,4.240913824,6.501828153,6.515409274,5.904400087,6.361182454,7.037235953,6.408338549,4.885279314,7.490253982,6.852552266,5.227455813,6.62048591,6.759165385,6.131137029,5.258478445,5.399488631,5.970722075,6.139187237,5.336418673,7.245819753,6.689184113,4.489587202,5.142716222
PF4,1115_at,3.379394936,3.967000989,7.918409496,3.774170585,3.574653173,3.898397244,6.848407467,4.218384598,4.031298787,3.62610163,7.055413812,3.518459431,5.378617773,3.450253465,5.616752897,5.857952995,5.130560299,3.713066051,5.96723378,3.642823155,5.725646289,5.047524244,4.342251379,6.034442235,5.821444857
M28170,1116_at,7.567732387,7.453460678,8.040180854,7.97492925,7.873011074,8.20699209,8.086533092,7.936765878,8.094758009,8.06834318,7.497679078,7.693100098,7.624981863,8.069213098,7.738694181,7.477691532,7.782857537,7.145064262,7.49572521,6.560791789,7.02224159,6.69141562,7.008221581,7.26943718,7.474064462
CDA,1117_at,5.235048483,4.806155721,5.758922168,5.929786155,5.443412123,6.241910739,6.368266552,6.519449792,4.314581972,4.031999894,7.285094115,6.361182454,4.684130692,6.603813669,6.691070847,6.73796243,5.28380076,6.305174527,6.910313511,4.134144828,6.402847976,5.704344732,6.864038639,6.528442157,6.23888616
PTGER4,1118_at,7.20434897,6.716607526,6.41743076,7.373056839,6.221639008,7.234743357,6.929665112,5.556140777,5.344152732,4.083669717,6.568563764,5.981786753,3.742458593,6.735148218,4.136852529,5.292904008,4.976224269,3.629212652,4.922906678,6.029366797,6.401608719,6.767402895,6.696792223,5.2982231,7.305136182
RPA2,1119_at,7.833413544,6.864354331,6.456550263,6.13550724,6.351611307,6.711106019,6.684247933,7.445023386,7.360333963,6.718417425,6.872961961,7.090249483,7.73171015,8.00492999,6.382898401,6.867050278,6.708794995,7.714166927,8.403362753,7.843325187,7.75255587,7.325155023,8.08851241,7.912512153,8.334037223
RABGGTA,111_at,6.918235042,4.825329498,4.747846769,4.397145431,7.119207037,5.468141066,6.684247933,6.685002919,7.348864289,7.51133541,6.651896852,7.257630532,7.77099301,8.36887675,5.780430819,6.658421131,4.316946561,6.811861638,6.893942989,6.777771502,6.858738963,7.298455069,7.337674752,7.264107622,5.729517846
GSTM3,1120_at,6.669811321,6.995066345,7.226477996,8.016468554,5.159348318,7.261281908,6.453643402,7.15166567,6.705550435,6.482435154,5.701364993,6.24881264,7.065444774,6.505536187,6.568376385,6.572796095,7.061816979,4.381696769,7.313084553,5.878080708,5.346983943,3.62610163,6.222686351,6.506892911,6.564185118
GSTM3,1121_g_at,4.312824876,6.394353866,4.361538922,8.255728482,6.770662249,4.450910167,5.363021927,4.681236845,6.071329488,6.070152087,5.772600206,6.182369818,5.8177071,4.84705391,6.45476748,6.424002434,6.433386133,5.399488631,4.451892644,5.657766679,5.761881065,2.8017371,6.237477629,5.048018989,4.825941956
CGB2,1122_f_at,8.65688553,7.987616377,8.564254584,9.575003934,9.17729948,8.347118272,9.06434456,8.342192785,8.344873143,8.298157259,8.448873927,8.254079884,8.345754076,8.47912763,8.667576707,8.673345365,8.605183619,8.6707133,8.119334675,7.98889891,8.065181142,7.895197397,7.897645816,8.444004477,8.701856137
GHRHR,1123_at,7.631666125,5.185139869,5.137113549,3.525790796,6.371333751,3.87866972,4.370598572,6.199841762,4.603310518,5.632036229,8.302415598,5.095379817,5.235048483,4.867123176,5.602413274,5.592371543,5.018348445,7.363828243,7.73187502,7.062609592,7.786617064,7.974680117,7.395016347,8.179190832,8.117023955
MLL,1124_at,8.163316775,8.707993866,8.813636376,7.962248402,8.749354131,8.567035093,9.26025919,7.671091459,7.155901328,7.923590424,8.236006557,8.017048676,8.928987666,8.071992831,8.300804383,9.141194788,9.314975403,8.55417209,8.17197257,8.35654064,7.913122861,8.63383629,8.280447649,8.558044563,8.053543805
CD44,1125_s_at,8.270996399,7.533189318,7.061816979,5.968802264,6.670163597,6.363287005,6.167400184,6.546017046,6.136627646,6.70748211,6.936477983,6.781499718,5.880437118,4.147642343,5.548333437,5.808741077,5.60815911,7.896545205,7.326071131,7.104235179,7.358346288,7.335498272,7.89330143,7.535764335,7.54212186
CD44,1126_s_at,8.962929687,8.504004919,6.025608164,2.113479035,5.811090171,5.494479207,2.676643891,8.289138808,6.752243794,6.964190889,7.297012545,7.822105006,6.108161797,5.9131212,6.123859165,5.601182848,6.605363522,8.601585071,8.251093156,8.285779271,8.407176856,8.57194917,8.81611341,7.862580431,8.530726123
RPS6KA1,1127_at,8.213075785,8.237209348,8.653303682,8.786752433,9.072436689,8.332738989,8.617283999,8.656156274,8.555375656,8.737568328,8.312092076,8.460686201,8.837162218,8.749825091,9.124822163,8.89512055,8.734344586,8.760228838,8.305089939,8.250411312,8.181070993,8.704699354,8.472437164,8.715997997,8.582395817
CCR1,1128_s_at,4.537487669,5.644386756,7.572515713,5.469906513,5.2933462,6.276226173,6.014886919,4.869331198,5.285226065,4.639334246,7.478341259,4.571414289,6.468048979,6.436961662,6.351104053,4.656707685,7.126229633,4.473776456,6.985649934,4.894086238,6.28588714,6.796290263,6.23412909,6.665452393,5.405499636
GBX1,1129_at,3.357976973,3.262825133,3.493041135,4.091281215,3.889629153,3.917783401,3.430598832,3.923338439,3.53280436,4.012220399,3.880431357,3.829497118,4.12449018,3.934570167,3.858459046,3.687640664,4.432077106,3.603835581,4.078345866,3.720895755,3.437102529,4.446455952,4.449067347,3.682004567,4.472527898
TAF1,112_g_at,5.334994339,5.197527601,5.215151277,2.021799171,6.51417407,5.41026504,5.344152732,5.112860611,2.728508492,4.645225296,5.288191499,5.208716751,5.007718317,5.414492558,3.948521808,5.992649238,3.034835269,6.292287879,5.469906513,1.896224032,4.90990276,5.382088371,3.081099659,2.570770655,4.26741206
MAP2K1,1130_at,8.758340877,8.03225683,6.680183351,7.101350307,7.469663593,7.965460726,7.382195782,8.213949867,8.255424887,8.315229752,7.415945871,8.24545486,8.315229752,8.20930072,7.400959199,7.848259334,6.928851423,7.778236714,7.129409289,8.372341339,8.015591591,8.254079884,8.038775316,8.578130252,8.688899333
