IDENTIFIER,probID,GSM152804,GSM152805,GSM152806,GSM152807,GSM152808,GSM152809,GSM152810,GSM152811,GSM152812,GSM152813,GSM152814,GSM152815,GSM152816,GSM152817,GSM152818,GSM152819,GSM152820,GSM152821
AL109699,39890_at,4.486059265,4.726086524,5.564543619,5.070339468,5.167554187,4.82794174,6.164467651,5.527698047,4.799145745,3.650920684,4.648779476,4.686677396,4.265264537,3.84796774,4.267897051,4.280172424,4.086412938,5.411541119
ZNF710,39891_at,6.293364092,6.383185933,6.528418444,6.515707768,5.571873712,4.789025906,7.097305388,6.19408662,6.572114398,6.51641956,6.066414575,6.782114307,6.507630165,5.992218154,6.210498611,6.198631136,6.374344153,6.495117692
GNG7,39892_at,5.600309983,5.987425385,5.968914612,6.374587768,5.916937169,5.769527618,6.637610824,4.696847063,5.849584251,5.531299645,4.416276225,6.911360391,6.083243849,5.732242413,6.217409599,6.461193676,6.207868017,4.57552831
GNG7,39893_at,7.31057773,7.942088719,7.462129502,6.911360391,7.183544397,7.658938305,8.168653686,7.63178476,7.976347694,7.453864735,7.294469702,7.150603772,7.446993719,7.290326993,7.424077033,6.903949084,7.534314202,7.357437437
BRD1,39894_f_at,4.770412067,5.305898059,4.232486466,3.340004822,2.96923939,5.084865829,1.628237784,5.011687128,3.391163806,5.800655957,4.711183355,5.766461015,5.859321335,4.603629817,6.130309561,5.652463816,5.297607285,4.898776454
BRD1,39895_r_at,5.41487804,3.102313962,3.843935758,4.182050606,3.835558335,3.331838521,6.993002321,1.619041325,3.278908067,3.858376147,3.783068738,4.255996001,5.152587206,5.463883804,4.19864743,3.204487552,3.593806914,3.480895385
DHX16,39896_at,7.495480971,7.776863055,7.027374907,6.952131049,6.85813077,7.483256954,6.121267857,6.676576993,7.622959974,7.273957772,6.940428979,7.324234032,7.435368979,7.315337031,6.99621908,7.248472668,5.659549184,6.480664412
YTHDC1,39897_at,8.315518697,8.05765307,7.752701177,8.082593195,7.590733285,7.898412231,7.177013112,7.348491738,7.674649548,8.06155626,8.416829469,8.201112967,8.439989931,7.781436677,7.864500505,7.910501205,8.042502334,7.502624849
FAM13C,39898_at,3.519943037,0.621507893,1.20598212,1.449436125,4.482651027,3.52731655,5.608834163,3.518788867,2.851939592,0.897415821,3.877823896,3.369671264,1.505360072,0.379954,3.223314443,3.22220477,3.502175433,4.639368819
CADM4,39899_at,7.662432391,7.168249326,7.154784061,7.464029017,7.959484557,7.53119593,9.468976691,8.505269484,7.293796761,7.459474416,7.185173572,7.080842209,7.588544147,8.217024681,6.959029785,7.500012254,7.642240291,7.402101055
DDX18,398_at,6.600223622,6.591308663,6.371163226,6.776932904,6.845968168,6.9198835,7.634142736,7.034478444,6.435357527,7.071753355,7.285818267,6.689313076,6.12760106,7.021986534,6.1703776,6.504635359,6.085765982,7.096432265
CADM4,39900_at,4.05724813,4.262674608,2.344430679,3.985601379,3.178528191,3.953277001,4.055701177,4.536465338,3.675143305,3.967785786,2.92270427,3.502175433,3.379833075,3.979059279,3.715965629,3.894989408,4.054816263,3.256200281
EDIL3,39901_at,5.514678963,5.159539765,5.619288389,4.790640828,4.881507164,4.02360611,5.366354721,6.19408662,4.185184482,3.650920684,4.992266792,5.199231814,5.123418993,5.569458699,4.154450088,6.087810825,5.278835404,5.076580657
EDIL3,39902_at,5.296348211,5.137444182,4.741904478,4.703073116,5.930086722,5.971880925,8.429776764,6.18101723,5.895392648,5.560655204,6.210498611,4.928756056,5.719864294,6.093241637,6.885367722,6.001472225,6.553823625,5.973407561
CIB2,39903_at,4.993842006,7.26246793,6.754229845,4.075236417,4.78357672,4.985470158,4.251555338,4.867310389,5.249334365,6.409729375,6.089690717,4.752425722,5.21891625,3.974276038,5.258685403,4.725715817,4.725715817,4.714446303
CIB2,39904_at,3.891906791,4.979682237,3.674449364,5.131728947,5.757947379,3.496035729,5.114430138,5.363393093,3.961590984,5.470129063,3.949601346,5.653596842,3.584707087,3.715965629,4.302433783,5.389838779,4.597001037,3.985880648
ARFGAP3,39905_i_at,5.61773519,4.612305869,5.478916825,6.108430849,4.732387509,6.541370838,0.121761477,4.165877191,6.001341068,6.211089946,6.583466298,6.843475215,5.884135854,5.321845989,4.748443033,4.287480615,5.067141625,5.251489809
ARFGAP3,39906_r_at,4.470918599,5.547170615,2.11995652,4.553715192,5.007581468,5.424412361,4.614997364,5.133633168,4.978543865,5.115685055,5.418956317,5.984436247,5.541425306,4.149258719,5.008948698,5.270917634,3.34674316,4.332294846
TAF6L,39907_at,5.172224296,2.739103628,5.000556019,2.882214752,4.510658575,5.289728303,2.785562167,3.002865599,3.333182158,4.760619994,4.551992836,5.215900622,4.806028787,2.473610169,5.742076326,5.003293649,3.038066192,3.803668193
TAF6L,39908_at,8.258864069,8.30027025,8.645710528,8.048037784,8.693782578,8.160147183,9.045562755,8.686193065,8.000454038,7.734969134,8.289628692,8.452874134,8.498528081,8.827881764,8.453421692,8.337646534,9.028490819,8.737351366
TAF6L,39909_g_at,6.570455952,4.323234245,6.539523611,4.214486477,4.258689754,4.515784582,2.574417906,4.498288927,4.185184482,3.714658373,4.75789434,5.215900622,4.839556636,6.186331139,4.510474323,3.770508854,3.925102579,5.914822458
2-Mar,39910_at,6.027685821,7.281270444,6.238354732,5.691770054,6.911360391,5.762893119,4.558082798,6.247603621,6.460170745,5.91956281,6.422295025,6.101011445,4.064185659,6.872279213,7.239982822,5.852674375,5.777571354,5.452375784
AF070529,39911_at,5.350097183,5.745876856,5.731953088,4.618107732,5.306391201,4.510474323,5.941950724,4.991556507,5.435894975,4.357721602,3.979059279,4.564875874,5.302492841,5.554666655,5.304406327,4.864818331,6.061438755,5.129154339
HS6ST1,39912_at,6.75946059,4.323234245,3.806808099,3.888815197,6.773271383,6.17821044,5.44106413,5.359539993,4.137907469,5.268925495,6.434110294,4.185184482,6.046424789,6.215082383,4.510474323,4.607687258,6.423330543,4.254798996
HS6ST1,39913_at,6.404159708,6.665193647,4.843800815,6.343282523,6.862328253,6.931153887,7.939629082,6.968425457,6.501889015,6.334884971,4.969751262,6.514005529,5.209422765,5.253229618,6.083487707,6.314974126,7.384641538,6.711737371
TRPM2,39914_r_at,6.197557323,7.577159252,7.590478933,5.204331189,5.82053571,6.314974126,8.702456414,7.557819345,6.242614926,7.478218224,6.354939693,6.980415053,8.039292636,7.50949206,7.608047585,8.539893205,8.173246556,7.631458571
TRPM2,39915_at,7.559188576,7.991972657,5.600751998,7.979879746,8.011443623,8.340403586,8.404841229,7.828739076,7.912942692,7.348824742,7.796063006,7.75982998,7.350374255,7.37045997,8.126358257,7.927174483,8.04424505,8.730064875
RPS15,39916_r_at,11.83340985,11.35247637,11.26595816,11.88217719,11.59345145,11.89389957,11.77256567,11.88217719,11.97054279,11.81599002,12.04028772,11.97054279,11.75462031,11.54793085,11.26595816,11.80048645,11.81599002,11.7426169
TUBGCP2,39917_at,7.670489008,7.540565467,7.976617119,7.881528379,8.242455312,7.696113269,9.832138461,8.933162909,8.08784734,7.72291412,7.675554031,6.888515504,7.659410886,8.255398268,7.681534825,8.327722239,8.199467761,7.780289131
TUBGCP2,39918_at,9.281654036,9.141217305,9.149694934,8.945239339,8.713504117,9.026001052,9.684514591,9.070625153,8.967297976,8.913410375,8.695115911,9.099661998,9.137239622,8.801141754,9.003466704,9.19568942,9.234709405,9.411770684
C1QL1,39919_at,6.856570419,6.581074347,5.88652215,6.678778141,7.369057266,6.743921584,8.740691542,6.758572251,5.728775171,6.367885441,6.587439313,7.007922221,7.842704094,7.69974534,6.951085935,6.811853717,7.23193229,6.417691516
C1QL1,39920_r_at,9.568889267,9.573897368,9.317645786,9.649221686,9.601914439,9.591048351,11.00786837,10.2730998,9.609011211,9.774431938,9.425551683,9.49721803,9.723608917,10.33521166,9.403047493,9.817437331,10.7229423,9.933782404
COX5B,39921_at,10.67820228,10.68171187,11.46070363,10.73081519,11.01919159,10.78581171,9.885037614,10.42598878,11.11989692,10.78980346,11.02252553,10.75691941,10.74218424,10.97097755,10.64299611,10.42095256,10.514341,10.18385635
CA5B,39922_at,5.232209801,6.322030101,6.321424845,5.294502556,4.164938794,4.912431182,5.919750544,6.734455581,3.975578759,5.414775938,5.182741098,3.815294775,6.254087498,2.784813082,6.019039554,4.142739414,4.743649088,5.948723729
ARHGAP12,39923_at,7.362579286,5.959479122,7.404163788,7.985387815,7.589068686,7.174844898,7.212500966,7.5480362,6.901232023,7.910834275,8.030573442,7.835312271,7.770240224,6.999778732,7.099540084,7.134030516,7.3452609,7.350552843
ZC3H13,39924_at,4.813585041,5.215997305,5.612099092,5.249334365,5.234691351,4.770412067,5.602778334,4.995213769,5.44106413,4.972107593,5.619542625,6.040958438,4.84825963,5.952296892,5.639908235,5.832590031,5.387852423,4.948454037
COL9A2,39925_at,7.316296008,4.718877676,4.768299915,5.673114031,6.127029039,7.293315343,5.933434181,5.692442553,6.803713701,7.372845603,6.652451948,7.825346462,7.036067588,6.239712797,5.601553743,5.846481346,8.323397966,8.030083116
SMAD5,39926_at,4.676115965,4.227002739,5.93938199,2.730735648,5.400447661,6.56034014,2.708035409,2.38700872,4.074779722,4.965619262,5.731466575,5.68778564,5.342607235,5.249334365,4.101517475,5.318688096,5.625115219,6.215533399
ARHGAP5,39927_at,5.435398174,6.726244446,5.308264317,5.404685987,6.112578455,5.433860115,6.019681938,5.18334057,5.653348128,5.832299169,6.587439313,5.709286037,5.657014381,5.8148937,5.564543619,5.584874227,5.200651522,6.377259634
GRM3,39928_at,3.862035695,2.13270104,1.628237784,2.252387375,2.090063532,1.610826554,6.014328447,3.657755477,1.986093593,2.809618093,1.814001506,3.163250091,2.453294172,2.300566512,2.205466283,3.685131476,1.976623898,2.592142773
KIAA0922,39929_at,6.866978167,7.115405035,8.647088663,6.710928864,7.651615959,7.027629029,6.482199836,6.749691516,7.150409694,6.468537839,7.021245836,6.344264305,6.899070627,7.506103387,6.827248082,7.317713566,6.639476479,7.006144011
EPHB6,39930_at,7.100702983,6.603206306,7.295791944,7.202512147,6.204106114,6.247865833,3.837697328,3.842181017,7.300095458,6.91112017,6.675094708,6.521158957,6.883175266,6.105497566,6.856016837,7.044556047,7.019024884,7.257794191
DYRK3,39931_at,5.904037144,5.955048633,5.310083398,5.215900622,5.818624822,5.994460304,3.251727972,6.001733611,5.983744366,5.826491657,4.770821202,5.471566623,5.867739708,5.668172045,6.032797174,5.270917634,4.644270501,5.927562607
DUSP7,39932_at,6.146328148,6.549512599,7.413872502,5.294502556,6.663147403,6.09657455,2.338135113,6.825738652,6.802099523,6.362919046,6.710576639,6.498149399,6.85963764,6.17821044,6.976335138,5.899028946,6.50296672,6.161206567
DUSP7,39933_at,5.312375787,5.945074705,5.871701464,6.010390241,6.11810377,6.029342184,6.923715916,5.838930421,7.613072992,6.317246036,5.935474473,7.051214672,5.632665518,5.549068588,5.714327308,5.923880269,5.756030504,5.29082574
RAB36,39934_at,6.336596014,6.101116559,6.442454431,6.200628102,6.566680419,6.146776635,7.573124792,6.68521997,6.536637505,6.333576566,6.899588241,6.603811492,6.382395826,5.100185806,6.809523025,7.177211206,6.285354014,6.8332981
SKIL,39935_at,1.165128618,0.942699863,1.20598212,1.669139224,4.891731699,0.891257732,0.205108913,5.327419986,1.868848805,1.628237784,1.416843862,0.825652841,1.669139224,2.487233613,1.330210285,0.688479587,2.745631456,3.041675423
CCR2,39936_at,3.60789474,2.457713587,2.486536641,2.759862705,3.600266666,2.414752905,3.183876192,2.743353393,2.409540524,4.701003236,2.96923939,3.532839973,3.16148392,2.029748996,3.295694205,2.417979189,2.196321082,2.391530583
U03905,39937_at,5.06309567,5.488979778,3.074138095,4.535044733,5.152587206,5.823807181,5.710035816,6.756393961,5.508911989,4.002647182,2.603487462,5.955320845,3.715965629,5.838808032,5.345837348,3.958721426,5.265999937,3.874806962
CCR2,39938_g_at,5.830630068,5.258471722,4.80904522,3.850110594,5.159660655,3.635762478,3.043003007,6.097471607,5.786097132,3.207008336,4.333623578,3.41810911,5.162005706,5.775338241,4.973785421,5.637535272,3.560165981,5.643030198
COL4A6,39939_at,7.13817249,8.137978351,7.810866344,6.76087745,6.839517511,6.523467167,7.836704402,6.926113252,6.735989714,7.507797189,7.525960374,7.043979216,7.477950919,7.072440947,7.80554989,7.792419876,7.906296983,7.560099424
C8orf84,39940_at,5.799119413,8.764516612,6.749839297,6.128188562,7.335245202,5.550726671,7.456728634,7.797541678,5.876895029,5.824009483,5.870884643,6.341215491,6.689313076,6.904055353,8.136838216,6.299501302,7.347093868,6.268495112
RAD50,39941_at,6.356532425,6.065806119,7.106535313,4.189384521,4.631018374,4.928756056,5.018989137,3.775731643,5.465635935,3.640081827,5.541425306,5.435894975,5.93264504,4.469797123,5.494637374,4.67743305,4.308187299,6.025955236
BATF,39942_at,5.211408906,4.622297001,6.611987965,3.664994357,4.302433783,4.189384521,4.11686951,5.019978652,3.477586521,5.512921785,5.587942517,3.551549261,4.265264537,5.471753465,3.574597991,3.494659512,5.213746141,6.133599593
ORC2L,39943_at,6.343046229,5.335023695,5.194047451,6.412630836,5.10945209,6.486622614,2.431381558,5.44304725,6.124916507,6.319846254,7.097305388,6.359549062,6.017430133,5.412917956,5.412559476,6.149141336,4.527227475,5.076580657
ZNF35,39944_at,3.698785398,5.75106204,3.715965629,5.111702272,5.224176612,4.357046538,6.764925045,3.992052596,5.213856998,5.28347964,6.147488838,4.918988341,6.192505525,7.041589145,5.955048633,4.315976741,6.036936418,5.614285241
FAP,39945_at,4.68374645,5.737780079,5.026830523,2.759862705,3.862035695,4.515784582,3.650613595,5.54685596,2.209430792,6.194353724,1.863123747,4.881623491,6.767120552,4.572450841,3.875255981,1.333022845,2.694742304,3.772654463
REG3A,39946_at,3.083971191,2.55473906,1.814001506,1.762600248,2.681397302,2.317913061,3.86456639,2.366719743,3.085471743,2.683560447,2.200438641,2.827913438,2.711664501,2.398838385,2.393642335,3.131085077,3.110500255,2.21087497
EFNA4,39947_at,4.621494364,4.711321783,4.232486466,4.90689306,4.322501223,6.427192759,5.053010691,5.276184998,6.520477957,4.858780974,5.952022382,4.943134047,6.114571012,4.429901901,3.240492826,4.507201968,4.756509177,5.209422765
MAX,39948_at,3.84987276,4.704633978,5.756930573,3.170676226,4.267668704,4.02360611,3.439892907,4.939708223,4.512178333,3.598622555,3.251125331,5.407737405,3.53155369,3.921349131,3.609821342,4.59546809,3.680437895,5.541099185
MOCS1,39949_at,5.190262986,6.280136096,6.914362214,6.680700928,7.163758415,5.946109623,7.641158307,4.630096672,6.752391603,6.417691516,5.49380164,6.616148453,6.536637505,6.292245175,7.257027408,6.001472225,5.954422612,6.090258013
SMPDL3A,39950_at,6.375511943,7.664985462,6.97457128,7.23928749,6.539827141,7.318676327,2.708035409,7.642476565,7.524142153,7.437535952,7.098586899,7.191576629,5.770108497,7.052290482,7.233122281,6.72212984,6.170211413,7.07572976
PLS1,39951_at,6.125740035,5.669807649,2.486536641,6.974008531,4.115658965,6.945008513,4.67773939,3.842181017,5.551269423,6.927735321,6.954977342,5.647359622,6.400160442,4.273496961,3.609821342,5.115031641,5.167554187,6.296663774
JAKMIP2,39952_at,3.083971191,2.705257109,3.098517645,2.80839441,2.090063532,1.20598212,5.776973832,3.36861803,2.490419207,1.328090447,2.275794237,2.968408726,3.067977165,1.687978358,2.562884888,2.615645153,2.84899359,2.274428392
ZNF623,39953_i_at,6.789784388,6.227774024,5.761881687,5.662102085,7.012777263,5.80246755,2.924691755,6.578395321,6.476616695,4.845687609,6.510398964,6.997480722,6.943499434,6.032976334,6.665935999,6.872580714,5.819463806,5.849937305
ZNF623,39954_r_at,5.319442002,5.38568198,5.670474338,5.153583484,4.212054438,3.891906791,1.857818121,4.939708223,5.419247795,4.447377208,5.377047679,4.086412938,5.21891625,4.848744886,5.478710519,5.215997305,2.525596501,5.156029117
DLEU2,39955_at,4.323234245,3.448594818,4.551512719,3.237029169,4.865658581,0.71195041,2.146887573,4.635672094,4.711460211,4.154450088,3.715965629,1.996879506,5.534860285,3.535293234,5.363393093,4.551992836,4.354490823,4.879229256
KIF3A,39956_at,2.544224545,3.540410442,2.875736163,4.224589567,4.876515869,5.068582997,4.762006574,1.426525738,5.086123745,4.470918599,4.940999657,3.013727979,4.706528967,5.492495516,4.940464651,5.523921136,6.229411804,5.452375784
SOCS6,39957_at,2.73198809,5.224523604,4.122322578,5.219569215,5.55064878,6.023545817,6.500048762,3.176636762,5.422511881,5.042170475,4.164755384,5.357920538,6.535067001,5.665482738,4.420683501,5.70084994,2.139441741,6.49743278
SOCS6,39958_at,5.421553922,5.277846642,2.344430679,3.995399468,4.907007071,5.725883478,5.39612239,4.839981714,4.865962693,5.478995635,5.377047679,3.99518226,4.820829055,5.000190734,4.472204545,4.607687258,5.013343425,3.596340662
UBD,39959_at,5.93884068,4.06485633,3.132484241,5.84082693,4.048306807,3.000981289,3.986159916,4.565849958,1.622541544,6.826603666,6.414272912,4.336462277,6.265299562,5.432815472,3.806405333,3.270399929,5.037914829,3.271383558
COQ2,39960_at,6.504588679,6.511368341,5.778294818,7.565106529,7.069735915,7.074245791,6.416780835,5.595315048,7.048328915,7.095852536,7.106738924,7.922650386,6.272874741,7.080075484,6.173490602,6.526399035,6.511410547,6.312877609
ATP10A,39961_at,6.559610031,5.003944611,6.562996748,7.131231297,5.152587206,5.870145758,6.42813715,4.888379492,6.17534322,4.509282102,6.056430464,4.510474323,4.794833457,6.299847625,4.399965269,6.468994037,4.942343757,4.299507711
CDC42BPA,39962_at,6.219741048,7.926365157,7.57865149,5.933562173,6.078589347,7.133889112,7.239633371,6.773271383,6.132578152,5.557914388,6.882628874,7.346389693,6.570742362,6.043356884,6.908525507,7.401482873,6.753145605,7.185532458
ZKSCAN4,39963_at,5.382641789,5.315452148,3.674449364,5.70460895,3.788686864,5.487310867,4.099760439,5.57713786,5.643957076,5.508173475,5.963638588,5.622187232,5.859321335,5.380126457,6.006798553,5.423276644,3.786122703,2.457713587
RP2,39964_at,6.257863159,6.079634473,3.462771924,5.676568521,2.602027137,4.330008918,2.587098033,5.030107846,5.517949543,5.991136196,6.392402223,6.040958438,6.061148141,3.945497068,5.855570503,5.659549184,5.002094515,0.992531033
RAC3,39965_at,8.119650323,7.683485873,7.754001812,7.606850735,8.046480372,8.081088537,9.727373982,9.026829043,7.965343975,7.71033251,7.394902576,8.220832492,7.619079149,8.331624203,7.620226851,8.295155793,8.381196281,7.893028116
CSPG5,39966_at,6.296232325,5.452375784,6.6495497,5.561872641,5.513097754,6.145361379,7.033786105,4.672161145,6.050607839,5.765011952,5.078025819,7.071753355,6.040563848,6.114759563,5.512607133,5.600751998,5.978189162,5.800274165
LDOC1,39967_at,8.84391688,8.295562404,8.263967131,8.397599004,7.984467479,8.493160038,8.063708102,8.048037784,8.832936801,8.592242189,8.487190889,8.656816205,8.672341805,7.821889359,8.654018892,8.594256556,8.628910597,8.874616257
LTC4S,39968_at,7.472147816,7.24213903,7.674649548,7.6356114,8.432793318,7.584865508,8.367207144,7.741066487,7.71977174,7.670086578,7.299166991,6.173803494,7.774464594,8.393462266,7.608047585,7.760625554,8.169849438,8.267377828
HIST1H4C,39969_at,7.271987176,5.874622349,5.332967658,5.370285602,4.739566785,5.527605173,4.947970037,7.047221723,5.626426292,6.460542776,5.68261653,5.814683033,6.764925045,6.003994375,4.771385366,4.087164332,5.974038364,4.97499372
NR0B1,39970_at,2.106059425,2.031368238,1.254800702,1.712740554,4.723566875,1.331616565,2.966938047,1.712740554,1.268683036,1.870149384,1.930391595,1.501619069,2.065816861,1.125684192,1.442238602,2.252387375,2.027431074,2.782449433
LYL1,39971_at,6.577228053,6.667618091,6.406489868,6.555740225,6.252109731,6.578395321,3.939516115,4.876515869,6.016663595,5.734850931,4.227002739,5.412559476,6.305532886,5.926223343,6.342198776,4.971118882,4.793595296,5.116102039
GPR17,39972_at,7.174844898,6.732490754,6.923140385,4.635672094,6.36889657,7.508097495,8.847503339,7.871485453,7.114473429,6.642802995,5.060379069,5.539249387,4.927064463,5.471753465,5.876405212,6.272420356,5.634595081,7.53688498
LEPREL2,39973_at,7.352347878,7.041156288,6.704119341,6.612714697,7.820667336,7.524401192,5.433860115,6.439425866,7.200557345,7.003288841,7.095281814,5.691315569,7.324391594,7.589068686,7.853431042,7.345406776,7.646244538,6.795063947
ENTPD3,39974_at,4.360105511,4.037234769,5.628193408,6.256936213,5.571873712,6.066914417,6.64260033,6.312026341,6.250029121,5.508173475,5.20742893,4.498501527,6.023961882,4.221486325,5.113177146,3.675143305,6.909135267,4.320248009
UBFD1,39975_at,5.399015133,5.197807713,2.070097945,3.615911818,5.763183705,5.635171355,3.232507313,3.940546292,5.827461744,4.912431182,5.533894125,5.906644469,6.113125342,6.037858888,5.780847076,3.791184249,5.871701464,5.922783274
FEM1C,39976_at,5.496453423,6.182627412,6.870244698,5.910155021,5.53441113,5.688522777,5.333884176,4.526304073,5.987425385,5.999970705,4.951659647,5.969465212,5.684391475,5.286002374,4.592716705,6.337289078,6.022040811,5.992484709
ZBTB11,39977_at,5.86723216,6.439784368,4.536465338,6.338472925,5.877752911,5.631999879,6.42614465,6.227134598,5.876895029,6.154945764,6.26144377,5.958581323,5.948723729,5.496453423,6.188486287,6.028190463,5.849937305,5.933179692
HSD17B3,39978_at,5.109739375,5.353274605,5.328664366,6.222605454,5.313695558,6.692917252,1.605982918,3.645272403,5.12866803,4.972107593,4.75789434,6.854022094,3.500198968,6.235899006,5.172643835,6.219203806,4.730219994,5.452375784
F10,39979_at,7.111569921,6.770613207,7.497399707,4.990168878,7.842704094,4.305190527,7.103566222,5.916937169,7.247064913,6.724569887,6.395359389,4.961354655,7.052804552,7.207206938,7.003288841,7.025433116,7.069171328,7.210526603
VRK1,39980_at,6.522536233,5.925115319,5.586209142,6.077830639,6.794326722,4.07500807,5.44106413,5.771144633,4.478129449,6.279279725,5.895214541,4.999933033,6.535067001,5.673681847,6.300288096,6.191839771,5.793415169,5.541099185
MSR1,39981_at,4.18325253,3.703091231,-0.066429416,5.589358997,4.739566785,5.110026659,4.660639289,4.803047821,2.572590341,4.431608467,2.453294172,6.044760474,4.609824971,2.246269098,5.422315051,4.890949553,4.937572601,5.624589005
MSR1,39982_r_at,5.391806425,2.808115141,5.079602363,1.449436125,2.43310847,1.961937076,4.483412168,4.797886259,1.209253992,4.121869979,2.13270104,1.80230334,1.330210285,2.202952462,5.070011006,4.02201914,1.558499589,4.345105574
GLMN,39983_at,5.742631595,6.096392746,6.206885197,5.344049638,4.129543858,4.838565244,3.650613595,5.236768189,4.19864743,4.815447963,5.771144633,5.777261642,3.049121424,3.437369523,3.348369371,5.587942517,4.956829317,5.65391519
GLMN,39984_g_at,6.79938175,7.122826607,4.588846885,6.98063152,3.949601346,6.740143598,5.449136792,6.245469016,6.726244446,7.133259101,6.98108161,7.145100715,6.119661958,4.630557523,7.039925189,7.006707057,6.522887338,5.804760924
GLMN,39985_r_at,-0.183938552,1.823938228,4.005561369,4.142369207,0.377561293,4.110724663,2.192656922,4.953987458,0.046971914,3.179270722,2.985055589,4.697017958,0.891257732,0.201621944,0.963580778,4.246052664,3.303965564,1.062647867
FAM119B,39986_at,7.828950665,7.631139221,7.896207778,8.568602179,7.727408669,8.579528546,8.863846214,7.681884047,8.235513613,7.714707364,8.314447186,7.929332213,7.959484557,7.886037979,7.829388428,7.77387572,7.881970207,8.257034714
FBXL4,39987_at,3.741406518,3.127723494,3.687288908,5.249334365,5.058033352,5.094749518,6.278993569,3.1911423,4.385715885,5.2175606,4.387050394,4.110299465,3.319708944,5.673681847,4.899706166,4.562589011,3.966365977,2.882214752
TAP2,39988_at,4.612731473,4.683458777,4.266729735,5.24445409,4.129543858,4.002647182,4.837724165,4.897998784,5.839797366,4.635921,3.625837639,3.41810911,5.022997034,4.695304509,4.94483355,4.870224306,5.161551825,4.491290526
RRAGB,39989_at,6.741254888,6.790625928,6.536111735,7.502273411,6.180680588,7.595672158,3.675724395,6.531425418,7.667079736,7.980122871,7.464029017,8.348951564,6.839830904,6.893088449,7.416420298,6.481921082,6.300487655,6.489509846
ISL1,39990_at,8.015099224,8.344597592,9.281654036,7.743682614,8.139634228,6.624555242,7.982061115,6.748305753,7.910834275,8.22607261,7.921826667,8.451944968,10.0567052,8.53881508,8.536155134,8.84506931,8.648439013,8.248319738
CDSN,39991_at,3.992052596,5.108549056,5.831225204,5.074999728,5.302179483,5.483186294,7.361735611,6.86222087,5.357425063,4.999417544,5.413276436,6.721903942,5.115268071,4.785415433,5.494637374,4.95791248,4.867310389,6.922778386
SLC22A18,39992_at,9.562915134,6.774446952,7.794065675,8.882250535,7.497399707,8.860139856,8.08887986,7.893383469,9.779034423,9.263037245,8.643127419,9.060782066,7.795114777,7.950434768,6.856016837,8.77049912,7.039023753,9.721784092
PIGA,39993_at,8.279358138,6.972307351,7.182692725,8.810045227,7.528363212,8.270409765,7.504346682,6.68521997,7.035765617,8.217871794,7.33001536,7.309743252,6.964227642,7.896628724,7.242621295,7.10835153,7.305970456,7.074394906
CCR1,39994_at,6.950500863,6.843475215,5.957735113,7.039925189,8.048261992,6.572197523,5.650180924,7.505342841,7.418225445,6.108657096,6.911989007,4.999933033,8.137321006,8.256440696,8.554502185,5.33355515,5.92092203,7.067809075
WWOX,39995_s_at,7.882902419,7.657354376,6.830700995,7.684901596,7.695135887,7.781793884,8.616241909,7.183972979,7.401103764,8.429383164,7.868018009,7.704216044,8.39640517,7.527923643,7.244918351,8.214860377,8.576143,7.917945251
CD5L,39996_at,4.676115965,2.522252419,4.953987458,5.27927904,3.068985351,2.104032497,3.128785095,1.884474929,2.742701755,2.828873327,0.942699863,4.905879392,3.444056334,2.246269098,2.310875039,3.453759208,4.012170436,1.937692621
CFP,39997_at,4.876222816,5.03532488,6.005641624,4.688918389,6.171462691,6.09494555,6.800463011,4.860701758,6.050607839,4.486966404,5.437768247,4.076226385,3.200559721,5.619542625,3.367760413,4.273063005,3.98832338,3.201395888
BMPR2,39998_at,2.487233613,2.649130743,2.827913438,2.363524606,2.459332828,3.105372665,3.552340544,2.743353393,2.599998364,4.789025906,4.497004913,1.590855121,5.23582568,3.89556586,4.357721602,2.570851212,0.497322586,2.862652146
CASP10,39999_at,5.373870246,5.962496324,2.11995652,5.33096917,6.07126192,6.504635359,7.440600219,5.949001411,5.209534239,5.91272278,5.99974057,5.695752793,6.274928301,5.203864236,6.060448986,5.975582772,6.844871295,5.04670342
STK25,399_at,6.694667377,5.148184653,7.339207872,6.222605454,7.365166366,6.510169518,3.986159916,6.814347375,7.409710871,6.683822992,5.391291651,6.941700091,6.332435822,7.706798386,6.683660163,7.038775608,6.699927999,6.366868365
VPS13A,40000_f_at,5.824587106,6.17534322,6.585622642,6.493486615,5.925431601,5.433860115,4.947970037,5.583077722,4.780076607,5.91272278,5.576376157,6.784622959,6.953363554,5.874969946,5.806748414,6.245773943,5.409091497,6.197388645
VPS13A,40001_r_at,0.303527174,0.140355679,1.109070712,3.479791182,-0.039636666,1.610826554,0.770519228,1.262682643,3.29391158,4.011812176,0.49503197,1.958308163,1.613543754,0.848846772,4.678766238,1.189177016,0.256150155,1.323253409
VPS13A,40002_r_at,6.30337799,6.117991309,6.349861618,5.676568521,6.629568243,6.083731565,6.078231435,5.565930788,4.988385634,6.137011156,5.734850931,6.409295334,6.055844495,6.193866759,4.700871194,5.659549184,6.074158164,5.191915254
GP2,40003_at,8.337918103,8.218813011,8.673830763,9.055432193,8.270617045,8.682017066,10.12760335,9.172205945,9.120098251,9.27551306,8.247608393,7.814966958,8.269113622,8.215114059,8.109788865,9.865655549,8.890066895,9.028818597
