IDENTIFIER,probID,GSM152804,GSM152805,GSM152806,GSM152807,GSM152808,GSM152809,GSM152810,GSM152811,GSM152812,GSM152813,GSM152814,GSM152815,GSM152816,GSM152817,GSM152818,GSM152819,GSM152820,GSM152821
PAPOLA,34855_at,6.905527117,7.238861369,6.784809476,7.668935431,7.09912104,7.318676327,6.927236275,6.963812991,6.614822656,6.774709757,7.674649548,7.287708119,7.377895887,5.746470644,6.317752817,7.492566294,7.486005948,6.809523025
DKK3,34856_at,5.076359786,3.661348169,3.154794366,2.80839441,3.682150769,6.182627412,4.099760439,5.319442002,6.250029121,4.876515869,5.20742893,5.037664424,2.453294172,2.931732459,5.156385273,5.36905083,3.593806914,4.630096672
ATP13A3,34857_at,8.639947962,9.114699772,7.582397391,8.740691542,8.143422702,7.773694312,8.458815083,7.62471002,8.091127763,8.643127419,8.479927067,8.003448928,8.360215427,7.778054876,7.75060078,7.91531411,7.583878321,7.444827618
KCTD2,34858_at,8.05084056,8.193050862,8.617670237,7.779360342,7.724569588,7.749445,8.292577794,7.734530385,8.202826797,7.667436707,8.121652992,8.009506903,7.94789719,7.836934985,7.761367052,7.913345376,7.214214706,7.959289382
MAGED2,34859_at,10.5378226,9.759860112,10.1618497,10.59802598,9.49721803,10.80450234,8.891861832,9.106450713,10.89794706,11.11989692,10.76398841,10.79308003,10.36622485,9.860077464,9.890236146,10.18868773,10.44020099,10.95840393
MAGED2,34860_g_at,11.55532942,10.80450234,11.53869715,11.68162649,10.76707261,11.61852905,9.559442229,10.29513341,11.7426169,11.77256567,11.68817274,12.04028772,11.96102587,10.85202316,11.0420741,11.71480298,11.65336442,11.9792257
GOLGA3,34861_at,8.688437495,8.921785485,8.868883892,8.76066539,8.50971878,8.199107835,8.80290034,8.632080172,8.627494835,8.359459626,8.621182403,9.177786893,8.644751115,8.442413988,8.155790152,9.038748371,8.196261946,8.553768596
SCCPDH,34862_at,7.972828815,7.449356151,7.052547517,8.982373183,7.079654388,8.90775319,6.811641571,7.259911517,8.759239623,8.310378767,9.180561513,9.260532464,7.16874759,7.544059633,6.984026605,8.155114846,8.494736705,8.206590696
SCCPDH,34863_s_at,5.53841594,5.89097231,5.408123948,7.618055194,5.39612239,7.003164298,4.955602244,5.833442788,7.526875473,7.122312249,8.065910145,7.529408502,4.53304254,6.279432939,5.580135052,5.920538593,6.835228202,6.753633405
C2orf24,34864_at,10.42598878,9.883180884,10.02786641,10.12229631,10.25717861,10.08479594,11.36067777,10.61536028,9.897725793,9.879590608,10.06268953,10.3325222,9.871265829,9.62428307,9.984861596,10.23057983,10.52066046,10.03794783
NDUFS6,34865_at,8.170627996,8.152278066,7.790488155,8.425119481,8.928337857,8.487858242,7.547557766,7.906431899,8.585706307,8.233853021,8.705314602,8.744376589,7.824061552,8.683146674,8.362747467,7.595524325,7.52667995,8.319993131
LOC151162,34866_at,8.448376914,7.967548056,7.8665558,7.340468648,7.895308385,7.301424793,7.852439442,8.065574702,7.696113269,7.517084534,7.676022908,7.564044308,7.853431042,7.577624215,7.754001812,7.77595338,7.71158205,8.002512773
FABP3,34867_at,3.935030385,3.830346989,5.261616566,5.748518357,2.650587625,3.067977165,4.354490823,3.717965407,4.892202503,2.027431074,3.557706922,5.863135324,2.291335015,5.926223343,5.187963264,5.295850123,2.139441741,3.183876192
SMG5,34868_at,8.006544229,7.563872828,7.748387685,7.658422013,7.372845603,7.237638649,8.022252319,7.970314143,7.506302452,7.471352911,7.081449543,7.651615959,7.391721625,7.13615576,7.490515295,7.59661378,7.367869717,7.331836913
LDB3,34869_at,3.54733307,4.979682237,9.234292795,3.942415782,10.19499215,4.063227891,4.086412938,5.302881631,4.44539258,3.847701461,3.990411766,3.487382123,4.647852344,10.90860286,10.04625582,4.333382888,3.931446112,3.717099619
LDB3,34870_at,7.123907931,7.860321036,8.951172568,6.320769707,10.14271445,6.180179768,4.574489511,6.290919547,6.810421354,6.10070926,7.117721003,6.333272108,6.954395368,10.32594011,9.795857361,8.385137557,7.11928876,6.784622959
CHMP7,34871_at,8.729650796,8.460504521,8.472354098,8.386382665,7.858068851,7.835312271,6.328117401,7.23745261,7.964291742,7.870209142,8.139232913,7.845024173,8.398811159,8.259807683,8.234141468,8.338441647,8.159786479,8.422865335
CHMP7,34872_at,4.662462856,4.87181318,4.920276909,5.774646822,6.834679719,6.520477957,5.867995065,6.798160708,6.028755788,4.328862102,6.542609006,5.324477906,5.527605173,7.214075634,4.119425556,5.054320249,6.106944353,4.377333011
NEBL,34873_at,8.330115415,7.975232769,9.074868726,7.734530385,7.110423528,8.181241362,7.413872502,7.108001961,7.496603197,7.800954543,8.362017511,8.478283619,8.525796023,7.031460925,7.904900774,9.24868103,7.460588789,8.235513613
PNPLA6,34874_at,9.066130493,9.007323376,9.142235451,7.925395383,7.879156109,7.785188096,5.825001589,7.916980323,7.805746483,8.009725997,7.852594749,7.492190708,8.80290034,8.124042347,8.358087459,8.557106238,8.117172346,8.396669904
RB1CC1,34875_r_at,2.346254462,5.357581333,5.964954851,5.062635805,2.409540524,1.961937076,5.381481683,5.572558048,4.978543865,4.635921,4.831648166,5.913403741,4.331836947,4.829502952,5.070011006,5.027586465,4.316512544,5.178429541
CPD,34876_at,7.904900774,7.964674688,6.843584756,8.128341556,7.293566807,8.372269342,7.20180828,6.785264149,7.708163798,8.304560997,8.545958705,8.491682483,7.749236257,6.998419483,8.005635006,7.358805269,7.600481044,7.236893186
JAK1,34877_at,9.37268423,9.947116437,10.04962583,9.205742189,9.682011249,8.980635053,9.006821855,10.3457003,8.998356703,9.27244402,9.553807219,8.873954625,9.875665708,10.54417122,10.12760335,9.781104933,9.809926626,8.948751208
SMC4,34878_at,5.022997034,5.357581333,2.544224545,2.01829227,4.939235804,4.531403097,5.187310746,6.174257194,3.002865599,4.31221342,5.391291651,1.80230334,4.875820832,5.560430112,4.833924607,4.864818331,4.332054156,4.82222323
DPM1,34879_at,7.671801349,7.535462869,6.51641956,7.96087207,6.892453575,7.359540053,6.17065443,6.52088107,7.15845875,8.102193377,7.852594749,8.03749372,7.63178476,7.311948269,7.309162929,7.354134378,7.226687611,6.827780405
RBM42,34880_at,9.235126016,8.324373976,8.065239258,8.240115244,7.908831764,8.466382227,7.625646604,8.083733524,8.360874832,7.868229718,7.981100117,8.398811159,8.097351725,7.423601825,8.494736705,8.475920281,8.242802652,8.572899283
MYLPF,34881_at,3.124872233,5.909820997,8.72277348,3.031918502,11.91141989,3.371178207,2.916865114,5.583077722,1.868848805,1.870149384,3.415273768,1.674168716,2.629859031,10.14651768,9.554267087,2.593583585,3.367322432,5.031481558
NOP56,34882_at,7.280557839,6.985546498,6.956205507,7.08168539,7.173787544,6.406682252,7.541371944,6.266943058,6.386520381,6.497972248,6.958840611,7.126967762,6.456475208,6.335500912,7.009948652,6.789407737,6.804991587,6.955784225
RNF10,34883_at,6.443115052,6.90741496,7.150603772,6.691913161,6.613518516,6.400160442,7.076925219,6.890019717,6.758773103,6.706196274,6.801855431,7.271987176,6.75689489,7.117060101,7.010999587,6.825922314,6.654502512,6.953162451
CPS1,34884_at,3.789533135,4.518473206,4.238052837,5.442290186,4.808713378,6.779874934,5.119993767,4.142739414,4.137907469,3.608626706,3.557706922,4.002647182,3.991307231,2.422397721,3.660396954,4.948082135,4.372640033,3.451842843
SYNGR2,34885_at,12.22608057,10.66324159,11.39372404,12.1532181,11.71480298,12.18739405,12.22608057,11.11456173,12.57715625,12.04910578,11.71480298,12.12414592,11.63059475,11.64747052,11.19014006,11.59345145,11.89389957,12.23374296
RDX,34886_at,6.222398656,7.529408502,7.447915582,7.110013473,6.990888375,6.947766734,8.192764427,6.689313076,6.981963617,6.919033397,7.279271093,7.100109627,6.695809258,6.916428986,6.588063205,6.630951007,4.415937701,7.659410886
RDX,34887_at,6.801434202,7.803080379,7.420986979,6.9474421,6.793375384,6.758990602,6.443483231,6.94960464,6.933833397,7.383684831,7.555068208,7.355605765,7.348824742,7.129987036,7.885429592,7.269865147,6.676093793,6.717641066
HEXB,34888_at,5.452536003,4.853067709,0.805283145,1.619041325,2.87651434,3.574050892,4.772647806,5.101818264,3.477586521,3.714658373,4.730219994,3.965737348,2.011488335,4.312570431,5.159781545,4.902584888,4.531993673,5.330683238
ATP6V1A,34889_at,7.855570846,7.370941028,7.291800157,8.111615159,6.042878854,8.030420638,6.004058341,5.833442788,7.972828815,8.487190889,8.113435976,8.198510961,7.721931001,6.25856677,6.523985424,7.065312942,7.115753818,7.064468564
ATP6V1A,34890_at,8.532044516,7.645109271,7.057936511,8.986570719,7.622763886,8.660735717,6.401108665,7.687257355,9.042679292,9.026829043,9.672564219,9.4352249,8.284602149,7.282266527,7.66143581,8.230412231,7.952478568,8.008741807
DYNLL1,34891_at,11.26072712,11.50216524,11.64747052,11.19529449,11.22809191,11.38391077,10.80009363,11.12904545,11.63059475,11.42359695,11.43007437,11.46070363,11.61852905,10.82678483,11.26072712,11.68162649,11.53869715,11.3084224
TNFRSF10B,34892_at,8.727907618,6.94488077,7.366099319,8.443293311,6.382857905,8.412468551,8.663025018,7.600877386,7.942088719,8.137321006,7.700845564,8.342599791,6.763036107,6.544182866,6.883643679,7.394146843,8.036079764,7.1546076
NDUFV2,34893_at,9.620111571,9.336613297,9.064263177,9.302507929,9.580008715,9.309430354,4.141916208,8.011723134,9.344575214,9.470386066,9.524585228,9.601914439,8.989300881,10.10667989,9.452299986,8.84172289,8.762156351,9.092812835
PRSS22,34894_r_at,9.428910224,9.380903552,9.600514078,9.210943557,9.770426371,9.500244639,10.77194017,10.33521166,9.149694934,9.479008614,8.815668889,9.219026308,9.626253009,10.01537613,9.677491562,9.395053004,9.954903627,9.829769671
SEC23IP,34895_at,6.594818445,6.507630165,6.420690594,6.913458379,6.732562432,6.824824638,6.819009249,5.967750266,6.867547372,6.9198835,7.284129765,7.092786764,5.906644469,5.960408469,5.987550006,6.17534322,6.237893595,6.556760171
SEC23IP,34896_at,4.195674704,3.209289135,2.704508024,4.670877159,3.985601379,6.007033591,3.576534291,4.473751384,5.353168726,4.194097559,4.93367825,4.939235804,4.717380269,5.005756917,5.569050867,5.304808217,3.490998119,5.324477906
TNK2,34897_at,6.845527758,7.41628177,7.255389044,7.229466763,8.003448928,7.467064147,8.819088086,6.091289425,5.100625889,7.471352911,6.993637948,7.089375399,7.9033687,7.421691537,7.334448002,7.705390573,7.717092719,7.904442663
AREGB,34898_at,3.002865599,2.074396043,3.002865599,5.532661559,1.070306223,4.463784703,8.162188525,5.435646574,4.610177448,4.972107593,2.544224545,3.183876192,2.420427313,2.552429796,3.40568368,4.68374645,1.654514131,2.134958928
TTBK2,34899_at,4.398300491,5.159539765,5.310083398,4.36232091,4.716973188,3.776058119,5.664656262,5.18334057,5.391291651,4.497954272,5.310083398,5.328367048,5.519520792,4.584646933,6.236267666,4.942868385,4.238052837,5.204331189
KIFC1,348_at,6.778620305,6.68616566,5.224059605,5.662102085,7.396565187,6.624555242,6.089187621,8.018406708,5.169075792,6.396073296,6.493647187,6.995537316,5.571873712,6.713226651,6.012436835,6.03394867,7.627955057,7.165489239
SYN3,34900_at,3.264359879,4.896420828,5.481918615,3.995399468,7.131031808,4.762579327,4.716973188,5.18334057,4.814647046,4.24267804,3.959405034,4.174895162,3.894512102,4.165180938,4.539596763,6.72089458,6.203882154,4.580348826
USP2,34901_at,5.355852464,4.915778397,6.866571891,5.844386875,7.765842906,4.78357672,4.689899956,5.905945277,6.70514125,5.255528415,6.184333929,5.834030238,4.505231447,7.974331545,6.930428183,5.694508314,5.979456732,6.80520591
AB007961,34902_at,6.113695432,7.066609217,7.146082961,6.796066224,7.088605636,6.995382355,8.51988282,7.862569341,6.71162176,6.954977342,6.851421643,7.167687058,7.290173452,7.119552527,6.999427646,7.353199898,7.765673793,7.608251212
ATXN7L1,34903_at,6.546116346,6.322030101,5.281726039,6.591594687,7.1774093,6.508682992,7.683911999,7.286422916,6.607237008,6.699292993,6.389787462,7.346389693,6.169701614,7.072440947,6.98995068,6.768292319,6.699927999,7.034478444
GRIK5,34904_at,6.250233304,4.209204184,4.214486477,3.686007577,5.478995635,4.463784703,6.862328253,4.498288927,5.532661559,5.734850931,2.807224031,5.620047155,6.243894635,4.597001037,5.34970998,4.466559137,4.42105891,5.508173475
GRIK5,34905_at,7.757872622,8.104584912,8.349197258,7.835312271,6.461193676,7.938926377,7.15079785,7.615931243,6.62408358,6.905063112,7.173619026,6.966991992,7.724569588,8.101213195,7.966052564,8.216660061,7.121758129,8.499632798
GRIK5,34906_g_at,9.40432039,9.197391077,9.651890488,9.575657785,9.594225636,9.808524844,11.51474495,10.27740268,9.890236146,9.551103417,9.289219403,9.746687592,9.482446083,10.05166084,9.504272061,10.00429672,10.4324362,9.930001486
AATK,34907_at,8.004572522,8.389381469,8.212202295,8.147820463,9.066130493,8.59352885,9.554267087,9.449825368,8.428289564,8.448948223,8.376281798,7.696347129,8.818220231,9.289703526,9.153426151,8.737351366,9.562915134,8.812491049
TTC30A,34908_at,5.06309567,2.422397721,3.725019141,4.290848048,1.797609757,5.275422339,5.106461981,5.653027832,5.331197843,4.946829592,5.063217293,3.929146823,5.67425442,1.651370602,3.223314443,3.344438915,5.372416196,2.002967888
PHTF2,34909_at,4.014094858,4.948324135,4.899388374,4.258517388,6.105497566,3.587961063,5.751828335,3.251125331,4.877230423,4.342967319,5.541425306,4.572345242,2.974366266,5.380126457,3.309747331,4.466559137,2.246269098,1.884474929
PHTF2,34910_s_at,3.98377784,2.862652146,4.102768143,5.27927904,4.746614762,2.924691755,5.908111213,5.476784689,3.132875218,3.332276502,1.863123747,3.134900073,2.596703315,4.100221593,3.646200648,2.104863071,0.615740177,3.677523307
PHTF2,34911_r_at,-0.442414625,1.254800702,-0.066429416,4.467228665,3.332276502,3.922807434,1.88794088,1.333022845,1.524843301,0.49503197,2.92270427,1.442238602,1.430634035,2.619068554,1.112342583,-0.016330885,2.430480961,2.184522708
DAPK2,34912_at,7.292323242,6.995382355,7.596048242,7.306371471,6.98337132,7.433822407,7.749236257,7.907665618,6.647862703,6.599897783,6.573138706,5.809690299,7.26423715,6.952775282,7.028308602,7.33709876,7.7601272,7.4126105
CACNA1S,34913_at,3.726844274,2.346254462,6.991900189,3.706719389,6.970014362,3.032338138,3.86456639,3.684255375,3.581594922,2.65479998,3.658090834,2.827913438,4.188914298,8.240115244,5.944450236,3.650920684,3.997828448,3.992052596
PSTPIP1,34914_at,3.002865599,3.777761269,3.791789155,3.170676226,3.309082184,4.584646933,3.396159369,3.924408728,3.778875881,3.110500255,3.682865284,3.163250091,3.514820263,5.515685016,3.753448212,3.574050892,3.778366992,2.977554759
SLC8A1,34915_at,6.17821044,6.329599482,4.862829555,4.917032835,5.950798817,4.648779476,6.289586988,5.604953938,5.300786568,5.301507294,6.356532425,4.918988341,5.229548739,5.995604285,5.285818739,6.439605117,5.985141982,6.593766182
TNFRSF4,34916_s_at,4.14547446,4.474822264,4.360731533,4.375149112,4.559765563,3.735082829,3.508589096,4.379600898,4.44539258,3.39477435,3.743599917,4.086412938,3.859458514,4.18807171,4.042050889,3.453759208,4.062526194,3.923714878
TNFRSF4,34917_at,1.92381421,2.242867007,2.938549808,3.650920684,2.409540524,2.065816861,2.708035409,1.884474929,1.576221451,4.130023083,4.263039755,4.286376664,3.894512102,2.963910771,3.539859583,2.169855345,3.931446112,3.230674633
SCN2B,34918_at,3.827725868,3.932089889,5.750696223,3.761481768,4.663301146,5.700500325,7.059138303,4.097351772,5.326820413,5.39892226,3.806098244,4.519778631,3.647730226,3.99518226,4.130023083,4.293610858,3.807210864,4.90734054
CYTH3,34919_at,4.26876337,5.361854478,4.882341861,4.375149112,5.074018686,4.063227891,6.378256776,4.763838196,4.654454881,5.135089949,4.238052837,4.336462277,4.844350882,4.771928977,4.363786561,5.067420407,4.316512544,4.074296304
AIRE,34920_at,5.036210176,5.164161313,2.938549808,3.561190356,4.699636191,3.932389514,5.462020717,5.352529926,3.849565672,4.431608467,3.105742021,3.163250091,4.820829055,3.085018915,4.109428611,3.738090083,4.691247079,3.560165981
SEC14L5,34921_at,3.60789474,6.020903789,4.745931341,5.537241344,4.245381687,6.215306287,3.939516115,6.693078047,6.007033591,4.831264499,5.230513813,4.766204134,5.738008826,6.503712742,5.018730233,3.662048172,5.794672195,4.915068583
CDH19,34922_at,5.836983798,7.550785562,8.043605131,5.740583228,6.08728873,5.386586744,7.316296008,7.124299956,5.824161425,5.148427899,5.954422612,5.127199129,6.668516113,5.765741588,6.848704764,7.011788918,6.305532886,6.398422449
IQSEC2,34923_at,5.11750652,5.364796163,4.525770734,5.153583484,4.527987993,4.233995173,5.203630616,4.370583765,4.119425556,4.416276225,4.322501223,4.364962758,4.422237653,4.981216715,4.56649229,4.153298657,4.364321775,4.24267804
KIF1B,34924_at,5.496453423,6.41078752,4.078985414,6.110865578,4.155189826,5.500749747,7.542154308,6.98995068,6.867547372,4.876515869,6.566852181,6.74894194,6.422295025,6.362919046,6.063125591,7.034860627,5.731709831,6.664908988
PPP1R12B,34925_at,6.447397073,7.481138638,4.225403018,4.428742326,5.809371587,4.703270773,4.94247324,4.967537852,5.204965251,4.154450088,4.045336318,4.269401342,4.602068611,6.610381297,7.05849208,5.423276644,5.9613869,7.26389657
CD1A,34926_at,5.674170493,6.886423954,6.778131895,6.642089835,6.657498255,6.215306287,8.778563127,7.599671261,6.083487707,6.102620439,6.396907095,5.16678075,6.922097756,6.993475223,7.186793843,6.717641066,7.688628359,5.775114065
CD1B,34927_at,4.563585366,3.102313962,5.270374755,2.420427313,2.029748996,4.30035569,4.055701177,2.38700872,5.009670562,2.444605556,3.502551726,2.673863002,2.357881949,2.714587018,3.32082584,2.615645153,3.001940702,4.03453587
ZNF205,34928_at,5.944648644,6.353688814,6.950627235,5.854883198,6.718134867,4.357046538,4.628471891,4.605402873,7.395422546,5.855365782,6.330724963,6.293765154,7.584252579,6.578723098,6.762597732,6.180343947,6.109660687,7.051486406
TNFRSF8,34929_at,5.650018573,4.025078598,5.984255534,4.486966404,4.598467517,5.60210442,3.085018915,4.486512835,4.110077443,3.778366992,4.035377473,4.255996001,4.177596729,4.603629817,4.472204545,3.738090083,3.110500255,4.096499989
GPR65,34930_at,1.323253409,0.718179388,4.238052837,3.516444722,0.557885751,4.07500807,4.428995165,2.784813082,4.318781601,3.528487888,3.557706922,3.753133898,2.13270104,4.232486466,4.539596763,5.079119015,3.023448746,2.299122334
CPEB3,34931_at,6.943759012,6.763213238,7.41628177,6.602517262,6.98337132,6.375987296,6.924903298,5.700500325,6.788544019,6.796066224,7.169473174,7.283038704,7.010999587,6.914126085,6.760692006,6.615065789,6.234644902,6.787198301
MAGEC1,34932_at,4.943134047,3.448594818,6.564398915,3.788320881,1.664805751,5.742711187,7.975058371,6.319846254,5.276184998,4.737677764,5.424412361,3.315604411,4.463784703,5.717491656,4.622477113,5.321845989,2.946988111,3.697526205
PAX9,34933_at,7.229177666,7.016713083,6.720779528,7.395422546,7.394902576,7.603378625,8.543502513,7.779360342,7.448326998,7.215148847,7.272202798,7.141315797,7.468750871,7.770442716,7.021429471,7.119816294,7.729607567,7.359244491
